区域名称,阵风（级）,能见度（公里）,最大湿度（百分比）,风向,紫外线（指数）,最低能见度（公里）,浪高(米),降雨量（毫米）,阵风风向,湿度（百分比）,最低温度（摄氏度）,风力（级）,最高温度（摄氏度）
1,6,15,95,1,0,10.0,0.0,9.6,1,80,14,4,17
2,7,15,95,1,0,10.0,0.0,0.0,1,75,17,5,22
2,7,15,85,1,0,10.0,0.0,0.0,1,55,15,5,21
2,6,15,95,1,0,10.0,0.0,9.6,1,80,14,4,17
3,7,15,95,1,0,10.0,0.0,0.0,1,75,17,5,22
3,7,15,85,1,0,10.0,0.0,0.0,1,55,15,5,21
3,6,15,95,1,0,10.0,0.0,9.6,1,80,14,4,17
4,7,15,95,1,0,10.0,0.0,0.0,1,75,17,5,22
4,7,15,85,1,0,10.0,0.0,0.0,1,55,15,5,21
4,6,15,95,1,0,10.0,0.0,9.6,1,80,14,4,17
5,7,15,95,1,0,10.0,0.0,0.0,1,75,17,5,22
5,7,15,85,1,0,10.0,0.0,0.0,1,55,15,5,21
5,6,15,95,1,0,10.0,0.0,9.6,1,80,14,4,17
6,7,15,95,1,0,10.0,0.0,0.0,1,75,17,5,22
6,7,15,85,1,0,10.0,0.0,0.0,1,55,15,5,21
6,6,15,95,1,0,10.0,0.0,9.6,1,80,14,4,17
7,7,15,95,1,0,10.0,0.0,0.0,1,75,17,5,22
7,7,15,85,1,0,10.0,0.0,0.0,1,55,15,5,21
7,6,15,95,1,0,10.0,0.0,9.6,1,80,14,4,17
1,4,15,85,7,0,10.0,0.0,0.0,7,55,13,3,23
2,6,15,90,1,0,10.0,0.0,0.0,1,70,19,4,23
2,6,15,85,1,0,10.0,0.0,0.0,1,60,15,4,21
2,4,15,85,7,0,10.0,0.0,0.0,7,55,13,3,23
2,7,15,95,1,0,10.0,0.0,8.4,1,75,14,4,17
2,7,15,95,1,0,10.0,0.0,4.0,1,70,13,4,16
3,4,15,85,7,0,10.0,0.0,0.0,7,55,13,3,23
4,6,15,90,1,0,10.0,0.0,0.0,1,70,19,4,23
4,6,15,85,1,0,10.0,0.0,0.0,1,60,15,4,21
4,4,15,85,7,0,10.0,0.0,0.0,7,55,13,3,23
4,7,15,95,1,0,10.0,0.0,8.4,1,75,14,4,17
4,7,15,95,1,0,10.0,0.0,4.0,1,70,13,4,16
5,4,15,85,7,0,10.0,0.0,0.0,7,55,13,3,23
6,4,15,85,7,0,10.0,0.0,0.0,7,55,13,3,23
7,4,15,85,7,0,10.0,0.0,0.0,7,55,13,3,23
1,5,15,85,1,0,10.0,0.0,0.0,1,60,15,4,21
1,5,15,85,7,0,10.0,0.0,0.0,7,55,14,3,22
1,6,15,95,1,0,3.0,0.0,4.5,1,75,15,4,18
2,5,15,85,1,0,10.0,0.0,0.0,1,60,15,4,21
2,5,15,85,7,0,10.0,0.0,0.0,7,55,14,3,22
2,6,15,95,1,0,3.0,0.0,4.5,1,75,15,4,18
3,5,15,85,1,0,10.0,0.0,0.0,1,60,15,4,21
3,5,15,85,7,0,10.0,0.0,0.0,7,55,14,3,22
3,6,15,95,1,0,3.0,0.0,4.5,1,75,15,4,18
4,5,15,85,1,0,10.0,0.0,0.0,1,60,15,4,21
4,5,15,85,7,0,10.0,0.0,0.0,7,55,14,3,22
4,6,15,95,1,0,3.0,0.0,4.5,1,75,15,4,18
5,5,15,85,1,0,10.0,0.0,0.0,1,60,15,4,21
5,5,15,85,7,0,10.0,0.0,0.0,7,55,14,3,22
5,6,15,90,1,0,3.0,0.0,4.2,1,75,13,4,16
5,6,15,95,1,0,3.0,0.0,4.0,1,65,14,4,19
6,5,15,85,1,0,10.0,0.0,0.0,1,60,15,4,21
6,5,15,85,7,0,10.0,0.0,0.0,7,55,14,3,22
6,6,15,90,1,0,3.0,0.0,4.2,1,75,13,4,16
6,6,15,95,1,0,3.0,0.0,4.0,1,65,14,4,19
7,5,15,85,1,0,10.0,0.0,0.0,1,60,15,4,21
7,5,15,85,7,0,10.0,0.0,0.0,7,55,14,3,22
7,6,15,90,1,0,3.0,0.0,4.2,1,75,13,4,16
7,6,15,95,1,0,3.0,0.0,4.0,1,65,14,4,19
1,6,20,85,7,0,5.0,0.0,0.0,7,55,15,3,22
1,6,20,95,1,0,3.0,0.0,4.5,1,75,15,3,18
1,6,20,90,1,0,3.0,0.0,4.0,1,65,14,3,16
1,6,20,75,7,0,5.0,0.0,0.0,7,55,14,3,19
2,6,20,85,7,0,5.0,0.0,0.0,7,55,15,3,22
2,6,20,95,1,0,3.0,0.0,4.5,1,75,15,3,18
2,6,20,90,1,0,3.0,0.0,4.0,1,65,14,3,16
2,6,20,75,7,0,5.0,0.0,0.0,7,55,14,3,19
3,6,20,85,7,0,5.0,0.0,0.0,7,55,15,3,22
3,6,20,95,1,0,3.0,0.0,4.5,1,75,15,3,18
3,6,20,90,1,0,3.0,0.0,4.0,1,65,14,3,16
3,6,20,75,7,0,5.0,0.0,0.0,7,55,14,3,19
4,6,20,85,7,0,5.0,0.0,0.0,7,55,15,3,22
4,6,20,95,1,0,3.0,0.0,4.5,1,75,15,3,18
4,6,20,90,1,0,3.0,0.0,4.0,1,65,14,3,16
4,6,20,75,7,0,5.0,0.0,0.0,7,55,14,3,19
5,6,20,85,7,0,5.0,0.0,0.0,7,55,15,3,22
5,6,20,95,1,0,3.0,0.0,4.5,1,75,15,3,18
5,6,20,90,1,0,3.0,0.0,4.0,1,65,14,3,16
5,6,20,75,7,0,5.0,0.0,0.0,7,55,14,3,19
6,6,20,85,7,0,5.0,0.0,0.0,7,55,15,3,22
6,6,20,95,1,0,3.0,0.0,4.5,1,75,15,3,18
6,6,20,90,1,0,3.0,0.0,4.0,1,65,14,3,16
6,6,20,75,7,0,5.0,0.0,0.0,7,55,14,3,19
7,6,20,85,7,0,5.0,0.0,0.0,7,55,15,3,22
7,6,20,95,1,0,3.0,0.0,4.5,1,75,15,3,18
7,6,20,90,1,0,3.0,0.0,4.0,1,65,14,3,16
7,6,20,75,7,0,5.0,0.0,0.0,7,55,14,3,19
1,7,15,95,1,0,5.0,0.0,4.2,1,75,15,4,19
1,6,15,80,7,0,8.0,0.0,0.0,7,50,16,3,20
1,6,15,95,7,0,5.0,0.0,0.0,7,60,15,3,21
2,6,15,80,7,0,8.0,0.0,0.0,7,50,16,3,20
2,6,15,95,7,0,5.0,0.0,0.0,7,60,15,3,21
3,6,15,80,7,0,8.0,0.0,0.0,7,50,16,3,20
3,6,15,95,7,0,5.0,0.0,0.0,7,60,15,3,21
4,6,15,80,7,0,8.0,0.0,0.0,7,50,16,3,20
4,6,15,95,7,0,5.0,0.0,0.0,7,60,15,3,21
5,6,15,95,7,0,5.0,0.0,4.5,7,75,16,3,20
5,7,15,95,1,0,5.0,0.0,4.2,1,75,15,4,19
5,6,15,90,1,0,7.0,0.0,0.0,1,65,16,4,19
6,6,15,95,7,0,5.0,0.0,4.5,7,75,16,3,20
6,7,15,95,1,0,5.0,0.0,4.2,1,75,15,4,19
6,6,15,90,1,0,7.0,0.0,0.0,1,65,16,4,19
7,6,15,95,7,0,5.0,0.0,4.5,7,75,16,3,20
7,7,15,95,1,0,5.0,0.0,4.2,1,75,15,4,19
7,6,15,90,1,0,7.0,0.0,0.0,1,65,16,4,19
1,6,15,95,1,0,10.0,0.0,0.5,1,70,16,3,19
1,6,15,90,1,0,10.0,0.0,0.0,1,65,16,3,18
1,6,15,85,7,0,10.0,0.0,0.0,7,60,16,3,19
1,7,15,95,7,0,10.0,0.0,0.1,7,65,15,4,22
2,6,15,95,1,0,10.0,0.0,0.5,1,70,16,3,19
2,6,15,90,1,0,10.0,0.0,0.0,1,65,16,3,18
2,6,15,85,7,0,10.0,0.0,0.0,7,60,16,3,19
2,7,15,95,7,0,10.0,0.0,0.1,7,65,15,4,22
3,6,15,95,1,0,10.0,0.0,0.5,1,70,16,3,19
3,6,15,90,1,0,10.0,0.0,0.0,1,65,16,3,18
3,6,15,85,7,0,10.0,0.0,0.0,7,60,16,3,19
3,7,15,95,7,0,10.0,0.0,0.1,7,65,15,4,22
4,6,15,95,1,0,10.0,0.0,0.5,1,70,16,3,19
4,6,15,90,1,0,10.0,0.0,0.0,1,65,16,3,18
4,6,15,85,7,0,10.0,0.0,0.0,7,60,16,3,19
4,7,15,95,7,0,10.0,0.0,0.1,7,65,15,4,22
5,6,15,95,1,0,10.0,0.0,0.5,1,70,16,3,19
5,6,15,90,1,0,10.0,0.0,0.0,1,65,16,3,18
5,6,15,85,7,0,10.0,0.0,0.0,7,60,16,3,19
5,7,15,95,7,0,10.0,0.0,0.1,7,65,15,4,22
6,6,15,95,1,0,10.0,0.0,0.5,1,70,16,3,19
6,6,15,90,1,0,10.0,0.0,0.0,1,65,16,3,18
6,6,15,85,7,0,10.0,0.0,0.0,7,60,16,3,19
6,7,15,95,7,0,10.0,0.0,0.1,7,65,15,4,22
7,6,15,95,1,0,10.0,0.0,0.5,1,70,16,3,19
7,6,15,90,1,0,10.0,0.0,0.0,1,65,16,3,18
7,6,15,85,7,0,10.0,0.0,0.0,7,60,16,3,19
7,7,15,95,7,0,10.0,0.0,0.1,7,65,15,4,22
1,5,15,90,1,0,5.0,0.0,0.0,1,65,17,4,22
1,5,15,85,7,0,5.0,0.0,0.0,7,60,16,4,21
1,5,15,100,7,0,5.0,0.0,0.4,7,70,16,4,21
1,6,12,100,2,0,1.0,0.0,0.8,2,75,18,4,25
2,6,15,90,1,0,5.0,0.0,0.0,1,65,17,4,22
2,6,15,85,7,0,5.0,0.0,0.0,7,60,16,4,21
2,6,15,100,7,0,5.0,0.0,0.4,7,70,16,4,21
4,6,15,90,1,0,5.0,0.0,0.0,1,65,17,4,22
4,6,15,85,7,0,5.0,0.0,0.0,7,60,16,4,21
4,6,15,100,7,0,5.0,0.0,0.4,7,70,16,4,21
5,6,15,90,1,0,5.0,0.0,0.0,1,65,17,4,22
5,6,15,85,7,0,5.0,0.0,0.0,7,60,16,4,21
5,6,15,100,7,0,5.0,0.0,0.4,7,70,16,4,21
6,6,15,90,1,0,5.0,0.0,0.0,1,65,17,4,22
6,6,15,85,7,0,5.0,0.0,0.0,7,60,16,4,21
6,6,15,100,7,0,5.0,0.0,0.4,7,70,16,4,21
1,6,15,85,7,0,10.0,0.0,0.0,7,60,16,4,21
1,6,15,85,7,0,10.0,0.0,0.0,7,65,16,4,21
2,6,15,85,7,0,10.0,0.0,0.0,7,60,16,4,21
2,6,15,95,2,0,10.0,0.0,0.0,2,75,21,4,26
2,7,15,100,2,0,10.0,0.0,0.0,2,75,18,5,25
2,7,15,95,1,0,10.0,0.0,0.0,1,80,17,4,23
3,6,15,85,7,0,10.0,0.0,0.0,7,60,16,4,21
3,6,15,95,2,0,10.0,0.0,0.0,2,75,21,4,26
3,7,15,100,2,0,10.0,0.0,0.0,2,75,18,5,25
3,7,15,95,1,0,10.0,0.0,0.0,1,80,17,4,23
4,6,15,85,7,0,10.0,0.0,0.0,7,60,16,4,21
4,6,15,95,2,0,10.0,0.0,0.0,2,75,21,4,26
4,7,15,100,2,0,10.0,0.0,0.0,2,75,18,5,25
4,7,15,95,1,0,10.0,0.0,0.0,1,80,17,4,23
5,6,15,85,7,0,10.0,0.0,0.0,7,60,16,4,21
5,6,15,95,2,0,10.0,0.0,0.0,2,75,21,4,26
5,7,15,100,2,0,10.0,0.0,0.0,2,75,18,5,25
5,7,15,95,1,0,10.0,0.0,0.0,1,80,17,4,23
6,6,15,85,7,0,10.0,0.0,0.0,7,60,16,4,21
6,6,15,95,2,0,10.0,0.0,0.0,2,75,21,4,26
6,7,15,100,2,0,10.0,0.0,0.0,2,75,18,5,25
6,7,15,95,1,0,10.0,0.0,0.0,1,80,17,4,23
7,6,15,85,7,0,10.0,0.0,0.0,7,60,16,4,21
7,6,15,95,2,0,10.0,0.0,0.0,2,75,21,4,26
7,7,15,100,2,0,10.0,0.0,0.0,2,75,18,5,25
7,7,15,95,1,0,10.0,0.0,0.0,1,80,17,4,23
1,6,15,95,2,0,5.0,0.0,2.0,2,65,20,4,25
1,6,15,90,1,0,8.0,0.0,0.0,1,70,10,4,18
2,6,15,95,2,0,5.0,0.0,2.0,2,65,20,4,25
2,6,15,90,1,0,8.0,0.0,0.0,1,70,10,4,18
3,6,15,95,2,0,5.0,0.0,2.0,2,65,20,4,25
3,6,15,90,1,0,8.0,0.0,0.0,1,70,10,4,18
4,6,15,95,2,0,5.0,0.0,2.0,2,65,20,4,25
4,6,15,90,1,0,8.0,0.0,0.0,1,70,10,4,18
5,6,15,85,7,0,10.0,0.0,0.0,7,60,15,4,21
5,6,15,100,2,0,5.0,0.0,0.0,2,80,19,4,25
5,6,15,100,5,0,5.0,0.0,0.0,5,80,16,4,22
6,6,15,85,7,0,10.0,0.0,0.0,7,60,15,4,21
6,6,15,100,2,0,5.0,0.0,0.0,2,80,19,4,25
6,6,15,100,5,0,5.0,0.0,0.0,5,80,16,4,22
7,6,15,85,7,0,10.0,0.0,0.0,7,60,15,4,21
7,6,15,100,2,0,5.0,0.0,0.0,2,80,19,4,25
7,6,15,100,5,0,5.0,0.0,0.0,5,80,16,4,22
1,5,15,95,7,0,5.0,0.0,0.5,7,65,16,4,22
1,5,15,100,2,0,5.0,0.0,0.0,2,80,18,4,24
1,5,15,100,2,0,3.0,0.0,0.0,2,80,15,4,22
1,4,15,90,1,0,3.0,0.0,0.0,1,70,12,3,18
1,4,15,85,4,0,5.0,0.0,0.0,4,60,9,3,13
2,5,15,95,7,0,5.0,0.0,0.5,7,65,16,4,22
2,5,15,100,2,0,5.0,0.0,0.0,2,80,18,4,24
2,5,15,100,2,0,3.0,0.0,0.0,2,80,15,4,22
2,4,15,90,1,0,3.0,0.0,0.0,1,70,12,3,18
2,4,15,85,4,0,5.0,0.0,0.0,4,60,9,3,12
3,5,15,95,7,0,5.0,0.0,0.5,7,65,16,4,22
3,5,15,100,2,0,5.0,0.0,0.0,2,80,18,4,24
3,5,15,100,2,0,3.0,0.0,0.0,2,80,15,4,22
3,4,15,90,1,0,3.0,0.0,0.0,1,70,12,3,18
3,4,15,85,4,0,5.0,0.0,0.0,4,60,9,3,13
4,5,15,95,7,0,5.0,0.0,0.5,7,65,16,4,22
4,5,15,100,2,0,5.0,0.0,0.0,2,80,18,4,24
4,5,15,100,2,0,1.0,0.0,0.0,2,80,15,4,22
4,4,15,90,1,0,1.0,0.0,0.0,1,70,12,3,18
4,4,15,85,4,0,5.0,0.0,0.0,4,60,9,3,13
5,5,15,95,7,0,5.0,0.0,0.5,7,65,16,4,22
5,5,15,100,2,0,5.0,0.0,0.0,2,80,18,4,24
5,5,15,100,2,0,3.0,0.0,0.0,2,80,15,4,22
5,4,15,90,1,0,3.0,0.0,0.0,1,70,12,3,18
5,4,15,85,4,0,5.0,0.0,0.0,4,60,9,3,13
6,5,15,95,7,0,5.0,0.0,0.5,7,65,16,4,22
6,5,15,100,2,0,5.0,0.0,0.0,2,80,18,4,24
6,5,15,100,2,0,3.0,0.0,0.0,2,80,15,4,22
6,4,15,90,1,0,3.0,0.0,0.0,1,70,12,3,18
6,4,15,85,4,0,5.0,0.0,0.0,4,60,9,3,13
7,5,15,95,7,0,5.0,0.0,0.5,7,65,16,4,22
7,5,15,100,2,0,5.0,0.0,0.0,2,80,18,4,24
7,5,15,100,2,0,3.0,0.0,0.0,2,80,15,4,22
7,4,15,90,1,0,3.0,0.0,0.0,1,70,12,3,18
7,4,15,85,4,0,5.0,0.0,0.0,4,60,8,3,13
1,6,20,95,2,0,3.0,0.0,0.0,2,75,17,4,24
2,6,20,95,2,0,3.0,0.0,0.0,2,75,17,4,24
3,6,20,95,2,0,3.0,0.0,0.0,2,75,17,4,24
4,6,20,95,2,0,3.0,0.0,0.0,2,75,17,4,24
5,6,20,95,2,0,3.0,0.0,0.0,2,75,17,4,24
6,6,20,95,2,0,3.0,0.0,0.0,2,75,17,4,24
7,6,20,95,2,0,3.0,0.0,0.0,2,75,17,4,24
1,4,15,95,1,0,10.0,0.0,0.0,1,70,14,3,19
1,7,15,95,7,0,8.0,0.0,1.6,7,80,11,3,14
1,7,15,95,7,0,8.0,0.0,0.3,7,75,12,4,15
1,6,15,90,1,0,10.0,0.0,0.0,1,60,17,3,21
2,4,15,95,1,0,10.0,0.0,0.0,1,70,14,3,19
2,7,15,95,7,0,8.0,0.0,1.6,7,80,11,3,14
2,7,15,95,7,0,8.0,0.0,0.3,7,75,12,4,15
2,6,15,90,1,0,10.0,0.0,0.0,1,60,17,3,21
3,4,15,95,1,0,10.0,0.0,0.0,1,70,14,3,19
3,7,15,95,7,0,10.0,0.0,1.6,7,80,11,3,14
3,7,15,95,7,0,10.0,0.0,0.3,7,75,12,4,15
3,6,15,90,1,0,10.0,0.0,0.0,1,60,17,3,21
4,4,15,95,1,0,8.0,0.0,0.0,1,70,14,3,19
4,7,15,95,7,0,8.0,0.0,1.6,7,80,11,3,14
4,7,15,95,7,0,8.0,0.0,0.3,7,75,12,4,15
4,6,15,90,1,0,10.0,0.0,0.0,1,60,17,3,21
5,6,15,95,2,0,5.0,0.0,0.0,2,75,17,4,24
5,4,15,95,1,0,10.0,0.0,0.0,1,70,14,3,19
5,6,15,95,7,0,8.0,0.0,1.6,7,80,11,3,14
5,6,15,95,7,0,8.0,0.0,0.3,7,75,12,4,15
5,5,15,90,1,0,10.0,0.0,0.0,1,60,17,3,21
6,6,15,95,2,0,8.0,0.0,0.0,2,75,17,4,24
6,4,15,95,1,0,10.0,0.0,0.0,1,70,14,3,19
6,6,15,95,7,0,8.0,0.0,1.6,7,80,11,3,14
6,6,15,95,7,0,8.0,0.0,0.3,7,75,12,4,15
6,5,15,90,1,0,10.0,0.0,0.0,1,60,17,3,21
7,6,15,95,2,0,5.0,0.0,0.0,2,75,17,4,24
7,4,15,95,1,0,10.0,0.0,0.0,1,70,14,3,19
7,6,15,95,7,0,8.0,0.0,1.6,7,80,11,3,14
7,6,15,95,7,0,8.0,0.0,0.3,7,75,12,4,15
7,5,15,90,1,0,10.0,0.0,0.0,1,60,17,3,21
1,5,15,90,1,0,10.0,0.0,0.0,1,70,15,4,20
1,5,15,95,7,0,10.0,0.0,0.0,7,75,11,4,17
1,5,15,95,7,0,10.0,0.0,2.1,7,75,14,4,19
1,4,15,90,1,0,10.0,0.0,0.0,1,75,19,3,25
1,4,15,95,1,0,10.0,0.0,0.0,1,70,16,3,24
2,5,15,90,1,0,10.0,0.0,0.0,1,70,15,4,20
2,5,15,95,7,0,10.0,0.0,0.0,7,75,11,4,17
2,5,15,95,7,0,10.0,0.0,2.1,7,75,14,4,19
2,4,15,90,1,0,10.0,0.0,0.0,1,75,19,3,25
3,5,15,90,1,0,10.0,0.0,0.0,1,70,15,4,20
3,5,15,95,7,0,10.0,0.0,0.0,7,75,11,4,17
3,5,15,95,7,0,10.0,0.0,2.1,7,75,14,4,19
3,4,15,90,1,0,10.0,0.0,0.0,1,75,19,3,25
3,4,15,95,1,0,10.0,0.0,0.0,1,70,16,3,23
4,5,15,90,1,0,10.0,0.0,0.0,1,70,15,4,20
4,5,15,95,7,0,10.0,0.0,0.0,7,75,11,4,17
4,5,15,95,7,0,10.0,0.0,2.1,7,75,14,4,19
4,4,15,90,1,0,10.0,0.0,0.0,1,75,19,3,25
4,5,15,95,1,0,10.0,0.0,0.0,1,70,16,3,24
5,5,15,90,1,0,10.0,0.0,0.0,1,70,15,4,20
5,5,15,95,7,0,10.0,0.0,0.0,7,75,11,4,17
5,5,15,95,7,0,10.0,0.0,2.1,7,75,14,4,19
5,4,15,90,1,0,10.0,0.0,0.0,1,75,19,3,25
5,5,15,95,1,0,10.0,0.0,0.0,1,70,17,3,24
6,5,15,90,1,0,10.0,0.0,0.0,1,70,15,4,20
6,5,15,95,7,0,10.0,0.0,0.0,7,75,11,4,17
6,5,15,95,7,0,10.0,0.0,2.1,7,75,14,4,19
6,4,15,90,1,0,10.0,0.0,0.0,1,75,19,3,25
6,4,15,95,1,0,10.0,0.0,0.0,1,70,16,3,23
7,5,15,90,1,0,10.0,0.0,0.0,1,70,15,4,20
7,5,15,95,7,0,10.0,0.0,0.0,7,75,11,4,17
7,5,15,95,7,0,10.0,0.0,2.1,7,75,14,4,19
7,4,15,90,1,0,10.0,0.0,0.0,1,75,19,3,25
7,4,15,95,1,0,10.0,0.0,0.0,1,70,16,3,24
2,5,15,95,7,0,10.0,0.0,0.0,7,60,14,4,19
2,4,15,90,1,0,10.0,0.0,0.0,1,70,18,3,24
2,4,15,90,1,0,10.0,0.0,0.0,1,65,15,3,23
2,4,15,85,1,0,10.0,0.0,0.0,1,60,12,3,18
2,6,15,90,7,0,10.0,0.0,0.0,7,60,14,3,18
3,5,15,95,7,0,10.0,0.0,0.0,7,60,14,4,19
3,4,15,90,1,0,10.0,0.0,0.0,1,70,18,3,24
3,4,15,90,1,0,10.0,0.0,0.0,1,65,15,3,23
3,4,15,85,1,0,10.0,0.0,0.0,1,60,12,3,18
3,6,15,90,7,0,10.0,0.0,0.0,7,60,13,3,18
4,5,15,95,7,0,10.0,0.0,0.0,7,60,14,4,19
4,4,15,90,1,0,10.0,0.0,0.0,1,70,18,3,24
4,4,15,90,1,0,10.0,0.0,0.0,1,65,15,3,23
4,4,15,85,1,0,10.0,0.0,0.0,1,60,12,3,18
4,6,15,90,7,0,10.0,0.0,0.0,7,60,13,3,19
5,5,15,95,7,0,10.0,0.0,0.0,7,60,14,4,19
5,4,15,90,1,0,10.0,0.0,0.0,1,70,18,3,24
5,4,15,90,1,0,10.0,0.0,0.0,1,65,15,3,23
5,4,15,85,1,0,10.0,0.0,0.0,1,60,12,3,18
5,5,15,90,7,0,10.0,0.0,0.0,7,60,13,3,19
6,5,15,95,7,0,10.0,0.0,0.0,7,60,14,4,19
6,4,15,90,1,0,10.0,0.0,0.0,1,70,18,3,24
6,4,15,90,1,0,10.0,0.0,0.0,1,65,15,3,23
6,4,15,85,1,0,10.0,0.0,0.0,1,60,12,3,18
7,5,15,95,7,0,10.0,0.0,0.0,7,60,14,4,19
7,4,15,90,1,0,10.0,0.0,0.0,1,70,18,3,24
7,4,15,90,1,0,10.0,0.0,0.0,1,65,15,3,23
7,4,15,85,1,0,10.0,0.0,0.0,1,60,12,3,18
1,5,15,95,7,0,10.0,0.0,0.0,7,60,14,4,19
1,4,15,90,1,0,10.0,0.0,0.0,1,70,18,3,24
1,4,15,90,1,0,10.0,0.0,0.0,1,65,15,3,23
1,4,15,85,1,0,10.0,0.0,0.0,1,60,12,3,18
1,4,15,90,7,0,10.0,0.0,0.0,7,60,13,3,19
1,6,15,85,1,0,10.0,0.0,0.0,1,60,14,4,22
2,6,15,85,1,0,10.0,0.0,0.0,1,60,14,4,22
3,6,15,85,1,0,10.0,0.0,0.0,1,60,14,4,22
4,6,15,85,1,0,10.0,0.0,0.0,1,60,14,4,22
5,6,15,95,1,0,10.0,0.0,0.0,1,70,19,4,26
5,6,15,90,1,0,10.0,0.0,0.0,1,65,16,4,24
5,6,15,90,1,0,10.0,0.0,0.0,1,60,15,4,23
5,5,15,85,7,0,10.0,0.0,0.0,7,55,14,3,21
6,6,15,95,1,0,10.0,0.0,0.0,1,70,19,4,26
6,6,15,90,1,0,10.0,0.0,0.0,1,65,16,4,24
6,6,15,90,1,0,10.0,0.0,0.0,1,60,15,4,23
6,5,15,85,7,0,10.0,0.0,0.0,7,55,14,3,21
7,6,15,95,1,0,10.0,0.0,0.0,1,70,19,4,26
7,6,15,90,1,0,10.0,0.0,0.0,1,65,16,4,24
7,6,15,90,1,0,10.0,0.0,0.0,1,60,15,4,23
7,5,15,85,7,0,10.0,0.0,0.0,7,55,14,3,21
1,6,15,95,1,0,10.0,0.0,0.0,1,65,17,3,24
1,6,15,85,1,0,10.0,0.0,0.0,1,60,15,3,23
1,6,15,90,1,0,10.0,0.0,0.0,1,60,15,3,23
1,6,15,90,7,0,10.0,0.0,0.0,7,60,15,3,22
2,6,15,95,1,0,10.0,0.0,0.0,1,65,17,3,24
2,6,15,85,1,0,10.0,0.0,0.0,1,60,15,3,23
2,6,15,90,1,0,10.0,0.0,0.0,1,60,15,3,23
2,6,15,90,7,0,10.0,0.0,0.0,7,60,15,3,22
3,6,15,95,1,0,10.0,0.0,0.0,1,65,17,3,24
3,6,15,85,1,0,10.0,0.0,0.0,1,60,15,3,23
3,6,15,90,1,0,10.0,0.0,0.0,1,60,15,3,23
3,6,15,90,7,0,10.0,0.0,0.0,7,60,15,3,22
4,6,15,95,1,0,10.0,0.0,0.0,1,65,17,3,24
4,6,15,85,1,0,10.0,0.0,0.0,1,60,15,3,23
4,6,15,90,1,0,10.0,0.0,0.0,1,60,15,3,23
4,6,15,90,7,0,10.0,0.0,0.0,7,60,15,3,22
5,6,15,95,1,0,10.0,0.0,0.0,1,65,17,3,24
5,6,15,85,1,0,10.0,0.0,0.0,1,60,15,3,23
5,6,15,90,1,0,10.0,0.0,0.0,1,60,15,3,23
5,6,15,90,7,0,10.0,0.0,0.0,7,60,15,3,22
6,6,15,95,1,0,10.0,0.0,0.0,1,65,17,3,24
6,6,15,85,1,0,10.0,0.0,0.0,1,60,15,3,23
6,6,15,90,1,0,10.0,0.0,0.0,1,60,15,3,23
6,6,15,90,7,0,10.0,0.0,0.0,7,60,15,3,22
7,6,15,95,1,0,10.0,0.0,0.0,1,65,17,3,24
7,6,15,85,1,0,10.0,0.0,0.0,1,60,15,3,23
7,6,15,90,1,0,10.0,0.0,0.0,1,60,15,3,23
7,6,15,90,7,0,10.0,0.0,0.0,7,60,15,3,22
1,7,15,90,1,0,10.0,0.0,0.0,1,65,15,4,23
1,7,15,95,7,0,10.0,0.0,0.0,7,65,16,4,21
2,7,15,90,1,0,10.0,0.0,0.0,1,65,15,4,23
2,7,15,95,7,0,10.0,0.0,0.0,7,65,16,4,21
3,7,15,90,1,0,10.0,0.0,0.0,1,65,15,4,23
3,7,15,95,7,0,10.0,0.0,0.0,7,65,16,4,21
4,7,15,90,1,0,10.0,0.0,0.0,1,65,15,4,23
4,7,15,95,7,0,10.0,0.0,0.0,7,65,16,4,21
5,6,15,85,1,0,10.0,0.0,0.0,1,60,14,3,22
5,5,15,90,7,0,10.0,0.0,0.0,7,65,15,3,23
5,5,15,90,7,0,10.0,0.0,0.0,7,65,15,3,22
6,6,15,85,1,0,10.0,0.0,0.0,1,60,14,3,22
6,5,15,90,7,0,10.0,0.0,0.0,7,65,15,3,23
6,5,15,90,7,0,10.0,0.0,0.0,7,65,15,3,22
7,6,15,85,1,0,10.0,0.0,0.0,1,60,14,3,22
7,5,15,90,7,0,10.0,0.0,0.0,7,65,15,3,23
7,5,15,90,7,0,10.0,0.0,0.0,7,65,15,3,22
1,6,15,90,1,0,5.0,0.0,0.0,1,75,16,4,22
1,6,15,95,7,0,3.0,0.0,1.0,7,75,17,4,22
1,6,15,95,2,0,3.0,0.0,0.0,2,70,22,4,28
1,6,15,95,2,0,3.0,0.0,0.0,2,70,21,4,28
2,6,15,90,1,0,5.0,0.0,0.0,1,75,16,4,22
2,6,15,95,7,0,3.0,0.0,1.0,7,75,17,4,22
2,6,15,95,2,0,3.0,0.0,0.0,2,70,22,4,28
2,6,15,95,2,0,3.0,0.0,0.0,2,70,21,4,28
3,6,15,90,1,0,5.0,0.0,0.0,1,75,16,4,22
3,6,15,95,7,0,3.0,0.0,1.0,7,75,17,4,22
3,6,15,95,2,0,3.0,0.0,0.0,2,70,22,4,28
3,6,15,95,2,0,3.0,0.0,0.0,2,70,21,4,28
4,6,15,90,1,0,5.0,0.0,0.0,1,75,16,4,22
4,6,15,95,7,0,3.0,0.0,1.0,7,75,17,4,22
4,6,15,95,2,0,3.0,0.0,0.0,2,70,22,4,28
4,6,15,95,2,0,3.0,0.0,0.0,2,70,21,4,28
